"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-25"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"1547","서울특별시 강동구 암사동","집합","446-16","고덕로","제3종일반주거","제1종근린생활","25m이상","43.57"," ","20,000","1","개인","개인","202604","21","","1980","-","중개거래","서울 강동구"
"1548","서울특별시 영등포구 영등포동5가","집합","24","영등포로37길","일반상업","제2종근린생활","8m미만","13.29"," ","93,000","","개인","개인","202604","21","","1971","-","중개거래","서울 영등포구"
"1549","서울특별시 강남구 도곡동","집합","948-22","도곡로2길","제2종일반주거","제2종근린생활","8m미만","185.73"," ","89,500","","개인","법인","202604","21","","2022","-","직거래","-"
"1550","서울특별시 서초구 서초동","집합","1330-10","사임당로","일반상업","제2종근린생활","25m미만","42.12"," ","100,000","","개인","개인","202604","21","","2008","-","중개거래","서울 서초구"
"1551","서울특별시 은평구 역촌동","집합","42-41","진흥로","준주거","제1종근린생활","8m미만","42.90"," ","10,000","","법인","개인","202604","21","","2001","-","중개거래","서울 은평구"
"1552","서울특별시 종로구 관철동","일반","3*","삼일대로","일반상업","제1종근린생활","25m이상","870.38","309.40","1,800,000","","법인","법인","202604","21","","1966","-","직거래","-"
"1553","서울특별시 서대문구 북가좌동","집합","487","수색로","제3종일반주거","제2종근린생활","25m이상","166.74"," ","31,000","","법인","개인","202604","21","","2014","-","중개거래","경기 고양시 덕양구"
"1554","서울특별시 강동구 둔촌동","집합","79-23","명일로","제2종일반주거","기타","25m미만","83.47"," ","47,000","9","개인","개인","202604","21","","2007","-","중개거래","서울 강동구"
"1555","서울특별시 용산구 남영동","집합","79","한강대로80길","제2종일반주거","제2종근린생활","8m미만","29.76"," ","80,000","4","개인","개인","202604","21","","2008","-","중개거래","서울 용산구"
"1556","서울특별시 성동구 행당동","집합","192-29","고산자로","준주거","제2종근린생활","25m이상","33.23"," ","42,000","1","개인","개인","202604","21","","2004","-","중개거래","서울 성동구"
"1557","서울특별시 용산구 원효로2가","집합","80-15","새창로35길","제3종일반주거","제2종근린생활","8m미만","7.09"," ","25,000","2","개인","법인","202604","21","","1988","-","직거래","-"
"1558","서울특별시 중구 인현동1가","집합","158","충무로","일반상업","숙박","25m미만","18.29"," ","28,024","13","개인","개인","202604","21","","2020","-","중개거래","서울 중구"
"1559","서울특별시 도봉구 창동","집합","5","마들로11가길","일반상업","제2종근린생활","12m미만","56.00"," ","18,000","","개인","개인","202604","21","","1990","-","중개거래","서울 도봉구"
"1560","서울특별시 도봉구 창동","집합","6","마들로11가길","일반상업","제2종근린생활","12m미만","8.75"," ","1,100","","개인","개인","202604","21","","1990","-","직거래","-"
"1561","서울특별시 광진구 구의동","일반","6*","광나루로","제3종일반주거","업무","25m이상","1451.57","958.00","1,570,000","","개인","법인","202604","21","","1982","-","중개거래","서울 광진구"
"1562","서울특별시 강남구 역삼동","집합","707-34","","일반상업","판매","25m이상","48.98"," ","66,000","2","개인","개인","202604","21","","2007","-","중개거래","서울 강남구"
"1563","서울특별시 노원구 중계동","집합","360-9","한글비석로","준주거","업무","25m이상","27.85"," ","17,000","","개인","개인","202604","21","","2000","-","중개거래","서울 노원구"
"1564","서울특별시 서초구 서초동","집합","1677-1","서초대로","일반상업","업무","25m이상","34.39"," ","3,000","","개인","개인","202604","21","","2006","-","중개거래","서울 서초구"
"1565","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","숙박","25m이상","16.30"," ","25,000","7","개인","개인","202604","21","","2000","-","직거래","-"
"1566","서울특별시 양천구 신정동","집합","1315-9","","일반상업","업무","25m이상","36.00"," ","41,000","","개인","개인","202604","21","","1981","-","중개거래","서울 양천구"
"1567","서울특별시 중구 필동1가","집합","43-1","충무로","일반상업","숙박","25m이상","16.61"," ","31,000","18","법인","개인","202604","21","","2023","20260504","중개거래","서울 중구"
"1568","서울특별시 용산구 갈월동","집합","89-9","한강대로","일반상업","업무","25m이상","31.38"," ","47,300","7","개인","법인","202604","21","지분","1979","-","중개거래","서울 용산구"
"1569","서울특별시 도봉구 창동","집합","6","마들로11가길","일반상업","제2종근린생활","12m미만","13.30"," ","1,600","","개인","개인","202604","21","","1990","-","직거래","-"
"1570","서울특별시 강남구 역삼동","일반","6**","선릉로107길","제3종일반주거","제2종근린생활","12m미만","954.26","271.30","1,195,000","","법인","개인","202604","21","","2003","-","중개거래","경기 성남시 분당구, 서울 강남구"
"1571","서울특별시 광진구 자양동","집합","769-39","자양로21길","제3종일반주거","제2종근린생활","8m미만","41.64"," ","28,000","2","개인","개인","202604","21","","2019","-","중개거래","서울 동대문구"
"1572","서울특별시 구로구 구로동","집합","97-2","가마산로","일반상업","제2종근린생활","25m이상","100.10"," ","31,350","","개인","개인","202604","21","","2005","-","직거래","-"
"1573","서울특별시 구로구 구로동","집합","97-2","가마산로","일반상업","제2종근린생활","25m이상","94.21"," ","29,506","","개인","개인","202604","21","","2005","-","직거래","-"
"1574","서울특별시 성동구 송정동","일반","9*","동일로","제2종일반주거","제1종근린생활","25m이상","433.72","226.70","328,000","","개인","개인","202604","21","","1980","-","중개거래","서울 강남구"
"1575","서울특별시 중구 필동1가","집합","43-1","충무로","일반상업","숙박","25m이상","16.61"," ","31,000","18","법인","개인","202604","21","","2023","-","중개거래","서울 중구"
"1576","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","7.29"," ","6,500","","법인","개인","202604","21","","1976","-","직거래","-"
"1577","서울특별시 구로구 구로동","집합","97-2","가마산로","일반상업","제2종근린생활","25m이상","47.67"," ","14,930","","개인","개인","202604","21","","2005","-","직거래","-"
"1578","서울특별시 구로구 구로동","집합","97-2","가마산로","일반상업","제2종근린생활","25m이상","47.25"," ","14,798","","개인","개인","202604","21","","2005","-","직거래","-"
"1579","서울특별시 구로구 구로동","집합","97-2","가마산로","일반상업","제2종근린생활","25m이상","46.03"," ","14,416","","개인","개인","202604","21","","2005","-","직거래","-"
"1580","서울특별시 구로구 구로동","집합","197-28","디지털로31길","준공업","제2종근린생활","25m미만","136.53"," ","51,000","2","법인","개인","202604","21","","","-","중개거래","서울 구로구"
"1581","서울특별시 구로구 구로동","집합","3-25","새말로","일반상업","판매","25m이상","10.57"," ","300","","개인","개인","202604","21","","2007","-","중개거래","서울 구로구"
"1582","서울특별시 서초구 서초동","집합","1330-10","사임당로","일반상업","제2종근린생활","25m미만","42.15"," ","100,000","1","개인","개인","202604","21","","2008","-","중개거래","서울 서초구"
"1583","서울특별시 양천구 목동","집합","961","오목로","일반상업","교육연구","25m이상","80.31"," ","72,000","3","법인","개인","202604","21","","2006","-","중개거래","서울 영등포구"
"1584","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","7.07"," ","6,000","","법인","개인","202604","21","","1976","-","직거래","-"
"1585","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.60"," ","6,000","","법인","개인","202604","21","","1976","-","직거래","-"
"1586","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","7.20"," ","6,600","","법인","개인","202604","21","","1976","-","직거래","-"
"1587","서울특별시 서초구 서초동","집합","1757-1","","제3종일반주거","제1종근린생활","25m이상","24.30"," ","67,496","1","개인","법인","202604","21","","2021","-","직거래","-"
"1588","서울특별시 양천구 목동","집합","961","오목로","일반상업","교육연구","25m이상","75.18"," ","70,000","3","법인","개인","202604","21","","2006","-","중개거래","서울 영등포구"
"1589","서울특별시 종로구 사직동","집합","9","사직로8길","준주거","제2종근린생활","25m이상","64.37"," ","15,982","","개인","개인","202604","20","","2008","-","중개거래","서울 강남구"
"1590","서울특별시 노원구 공릉동","일반","3**","동일로","제3종일반주거","제2종근린생활","25m이상","721.59","586.00","590,000","","개인","개인","202604","20","","1980","-","중개거래","서울 성북구"
"1591","서울특별시 강서구 마곡동","집합","798-3","공항대로","일반상업","제1종근린생활","25m이상","73.32"," ","80,000","5","개인","개인","202604","20","","2019","-","중개거래","서울 강서구"
"1592","서울특별시 용산구 서계동","집합","234-5","청파로89길","제2종일반주거","업무","8m미만","15.20"," ","24,000","4","개인","개인","202604","20","지분","2008","-","직거래","-"
"1593","서울특별시 강서구 마곡동","집합","791-9","마곡중앙8로","준공업","제1종근린생활","25m미만","17.25"," ","20,800","3","개인","개인","202604","20","지분","2020","-","직거래","-"
"1594","서울특별시 강동구 명일동","집합","47","고덕로62길","일반상업","제2종근린생활","25m미만","25.20"," ","15,425","2","개인","개인","202604","20","지분","1992","-","직거래","-"
"1595","서울특별시 용산구 한남동","일반","7**","한남대로36길","제1종일반주거","제2종근린생활","8m미만","266.24","291.00","700,000","","법인","법인","202604","20","","1968","-","중개거래","서울 성동구, 서울 용산구"
"1596","서울특별시 강남구 일원동","집합","711-1","양재대로55길","제2종일반주거","제2종근린생활","25m미만","16.81"," ","46,000","1","개인","법인","202604","20","","1992","20260427","중개거래","서울 강남구"
"1597","서울특별시 강서구 공항동","일반","1***","방화대로21길","제2종일반주거","제1종근린생활","12m미만","71.37","122.00","155,000","","개인","개인","202604","20","","1967","-","중개거래","서울 강서구"
"1598","서울특별시 동대문구 제기동","집합","1140-5","왕산로","일반상업","제1종근린생활","25m이상","4.50"," ","500","","개인","개인","202604","20","","2007","-","직거래","-"
